date,district,service_type,day_of_week,is_weekend,month,quarter,festival_period,available_workers,demand,lag_1d_demand,lag_7d_demand,lag_14d_demand,rolling_7d_demand,rolling_30d_demand,service_demand_index
2024-10-08,Chengalpattu,Appliance Repair,1,0,10,4,0,24,6,8,6,5,7.43,7.37,1.179
2024-10-09,Chengalpattu,Appliance Repair,2,0,10,4,0,23,3,6,6,6,7.43,7.3,1.179
2024-10-10,Chengalpattu,Appliance Repair,3,0,10,4,0,23,10,3,8,10,7.0,7.2,1.179
2024-10-11,Chengalpattu,Appliance Repair,4,0,10,4,0,21,8,10,4,8,7.29,7.37,1.179
2024-10-12,Chengalpattu,Appliance Repair,5,1,10,4,0,21,9,8,7,7,7.86,7.5,1.179
2024-10-13,Chengalpattu,Appliance Repair,6,1,10,4,0,18,4,9,13,5,8.14,7.4,1.179
2024-10-14,Chengalpattu,Appliance Repair,0,0,10,4,0,20,4,4,8,5,6.86,7.23,1.179
2024-10-15,Chengalpattu,Appliance Repair,1,0,10,4,0,20,13,4,6,6,6.29,6.97,1.179
2024-10-16,Chengalpattu,Appliance Repair,2,0,10,4,0,21,10,13,3,6,7.29,7.23,1.179
2024-10-17,Chengalpattu,Appliance Repair,3,0,10,4,0,22,4,10,10,8,8.29,7.5,1.179
2024-10-18,Chengalpattu,Appliance Repair,4,0,10,4,0,25,4,4,8,4,7.43,7.5,1.179
2024-10-19,Chengalpattu,Appliance Repair,5,1,10,4,0,22,8,4,9,7,6.86,7.1,1.179
2024-10-20,Chengalpattu,Appliance Repair,6,1,10,4,0,21,9,8,4,13,6.71,7.1,1.179
2024-10-21,Chengalpattu,Appliance Repair,0,0,10,4,0,20,7,9,4,8,7.43,7.0,1.179
2024-10-22,Chengalpattu,Appliance Repair,1,0,10,4,0,23,10,7,13,6,7.86,6.93,1.179
2024-10-23,Chengalpattu,Appliance Repair,2,0,10,4,0,23,14,10,10,3,7.43,7.07,1.179
2024-10-24,Chengalpattu,Appliance Repair,3,0,10,4,0,25,8,14,4,10,8.0,7.37,1.179
2024-10-25,Chengalpattu,Appliance Repair,4,0,10,4,0,19,5,8,4,8,8.57,7.47,1.179
2024-10-26,Chengalpattu,Appliance Repair,5,1,10,4,0,25,10,5,8,9,8.71,7.43,1.179
2024-10-27,Chengalpattu,Appliance Repair,6,1,10,4,0,23,13,10,9,4,9.0,7.43,1.179
2024-10-28,Chengalpattu,Appliance Repair,0,0,10,4,0,19,7,13,7,4,9.57,7.6,1.179
2024-10-29,Chengalpattu,Appliance Repair,1,0,10,4,0,19,5,7,10,13,9.57,7.6,1.179
2024-10-30,Chengalpattu,Appliance Repair,2,0,10,4,1,21,6,5,14,10,8.86,7.6,1.179
2024-10-31,Chengalpattu,Appliance Repair,3,0,10,4,1,22,6,6,8,4,7.71,7.63,1.179
2024-11-01,Chengalpattu,Appliance Repair,4,0,11,4,1,22,16,6,5,4,7.43,7.63,1.209
2024-11-02,Chengalpattu,Appliance Repair,5,1,11,4,1,23,13,16,10,8,9.0,7.97,1.209
2024-11-03,Chengalpattu,Appliance Repair,6,1,11,4,0,22,7,13,13,9,9.43,8.13,1.209
2024-11-04,Chengalpattu,Appliance Repair,0,0,11,4,0,22,3,7,7,7,8.57,8.23,1.209
2024-11-05,Chengalpattu,Appliance Repair,1,0,11,4,0,24,9,3,5,10,8.0,8.1,1.209
2024-11-06,Chengalpattu,Appliance Repair,2,0,11,4,0,26,10,9,6,14,8.57,7.97,1.209
2024-11-07,Chengalpattu,Appliance Repair,3,0,11,4,0,22,2,10,6,8,9.14,8.03,1.209
2024-11-08,Chengalpattu,Appliance Repair,4,0,11,4,0,23,9,2,16,5,8.57,7.9,1.209
2024-11-09,Chengalpattu,Appliance Repair,5,1,11,4,0,21,10,9,13,10,7.57,8.1,1.209
2024-11-10,Chengalpattu,Appliance Repair,6,1,11,4,0,20,9,10,7,13,7.14,8.1,1.209
2024-11-11,Chengalpattu,Appliance Repair,0,0,11,4,0,26,12,9,3,7,7.43,8.13,1.209
2024-11-12,Chengalpattu,Appliance Repair,1,0,11,4,0,23,9,12,9,5,8.71,8.23,1.209
2024-11-13,Chengalpattu,Appliance Repair,2,0,11,4,0,20,9,9,10,6,8.71,8.4,1.209
2024-11-14,Chengalpattu,Appliance Repair,3,0,11,4,0,22,5,9,2,6,8.57,8.57,1.209
2024-11-15,Chengalpattu,Appliance Repair,4,0,11,4,0,21,8,5,9,16,9.0,8.3,1.209
2024-11-16,Chengalpattu,Appliance Repair,5,1,11,4,0,22,9,8,10,13,8.86,8.23,1.209
2024-11-17,Chengalpattu,Appliance Repair,6,1,11,4,0,21,6,9,9,7,8.71,8.4,1.209
2024-11-18,Chengalpattu,Appliance Repair,0,0,11,4,0,25,8,6,12,3,8.29,8.47,1.209
2024-11-19,Chengalpattu,Appliance Repair,1,0,11,4,0,26,6,8,9,9,7.71,8.47,1.209
2024-11-20,Chengalpattu,Appliance Repair,2,0,11,4,0,24,10,6,9,10,7.29,8.37,1.209
2024-11-21,Chengalpattu,Appliance Repair,3,0,11,4,0,19,5,10,5,2,7.43,8.47,1.209
2024-11-22,Chengalpattu,Appliance Repair,4,0,11,4,0,21,4,5,8,9,7.43,8.3,1.209
2024-11-23,Chengalpattu,Appliance Repair,5,1,11,4,0,21,9,4,9,10,6.86,7.97,1.209
2024-11-24,Chengalpattu,Appliance Repair,6,1,11,4,0,22,10,9,6,9,6.86,8.0,1.209
2024-11-25,Chengalpattu,Appliance Repair,0,0,11,4,0,28,10,10,8,12,7.43,8.17,1.209
2024-11-26,Chengalpattu,Appliance Repair,1,0,11,4,0,22,7,10,6,9,7.71,8.17,1.209
2024-11-27,Chengalpattu,Appliance Repair,2,0,11,4,0,20,9,7,10,9,7.86,7.97,1.209
2024-11-28,Chengalpattu,Appliance Repair,3,0,11,4,0,21,4,9,5,5,7.71,8.03,1.209
2024-11-29,Chengalpattu,Appliance Repair,4,0,11,4,0,20,7,4,4,8,7.57,8.0,1.209
2024-11-30,Chengalpattu,Appliance Repair,5,1,11,4,0,23,4,7,9,9,8.0,8.03,1.209
2024-12-01,Chengalpattu,Appliance Repair,6,1,12,4,0,24,4,4,10,6,7.29,7.97,1.208
2024-12-02,Chengalpattu,Appliance Repair,0,0,12,4,0,19,7,4,10,8,6.43,7.57,1.208
2024-12-03,Chengalpattu,Appliance Repair,1,0,12,4,0,25,12,7,7,6,6.0,7.37,1.208
2024-12-04,Chengalpattu,Appliance Repair,2,0,12,4,0,25,5,12,9,10,6.71,7.53,1.208
2024-12-05,Chengalpattu,Appliance Repair,3,0,12,4,0,22,5,5,4,5,6.14,7.6,1.208
2024-12-06,Chengalpattu,Appliance Repair,4,0,12,4,0,24,6,5,7,4,6.29,7.47,1.208
2024-12-07,Chengalpattu,Appliance Repair,5,1,12,4,0,24,11,6,4,9,6.14,7.33,1.208
2024-12-08,Chengalpattu,Appliance Repair,6,1,12,4,0,21,5,11,4,10,7.14,7.63,1.208
2024-12-09,Chengalpattu,Appliance Repair,0,0,12,4,0,21,10,5,7,10,7.29,7.5,1.208
2024-12-10,Chengalpattu,Appliance Repair,1,0,12,4,0,22,8,10,12,7,7.71,7.5,1.208
2024-12-11,Chengalpattu,Appliance Repair,2,0,12,4,0,20,8,8,5,9,7.14,7.47,1.208
2024-12-12,Chengalpattu,Appliance Repair,3,0,12,4,0,22,9,8,5,4,7.57,7.33,1.208
2024-12-13,Chengalpattu,Appliance Repair,4,0,12,4,0,22,9,9,6,7,8.14,7.33,1.208
2024-12-14,Chengalpattu,Appliance Repair,5,1,12,4,0,20,13,9,11,4,8.57,7.33,1.208
2024-12-15,Chengalpattu,Appliance Repair,6,1,12,4,0,26,12,13,5,4,8.86,7.6,1.208
2024-12-16,Chengalpattu,Appliance Repair,0,0,12,4,0,19,9,12,10,7,9.86,7.73,1.208
2024-12-17,Chengalpattu,Appliance Repair,1,0,12,4,0,24,10,9,8,12,9.71,7.73,1.208
2024-12-18,Chengalpattu,Appliance Repair,2,0,12,4,0,24,5,10,8,5,10.0,7.87,1.208
2024-12-19,Chengalpattu,Appliance Repair,3,0,12,4,0,22,10,5,9,5,9.57,7.77,1.208
2024-12-20,Chengalpattu,Appliance Repair,4,0,12,4,0,23,10,10,9,6,9.71,7.9,1.208
2024-12-21,Chengalpattu,Appliance Repair,5,1,12,4,0,24,9,10,13,11,9.86,7.9,1.208
2024-12-22,Chengalpattu,Appliance Repair,6,1,12,4,0,21,9,9,12,5,9.29,8.03,1.208
2024-12-23,Chengalpattu,Appliance Repair,0,0,12,4,0,17,7,9,9,10,8.86,8.2,1.208
2024-12-24,Chengalpattu,Appliance Repair,1,0,12,4,0,24,4,7,10,8,8.57,8.13,1.208
2024-12-25,Chengalpattu,Appliance Repair,2,0,12,4,0,19,11,4,5,8,7.71,7.93,1.208
2024-12-26,Chengalpattu,Appliance Repair,3,0,12,4,0,24,4,11,10,9,8.57,7.97,1.208
2024-12-27,Chengalpattu,Appliance Repair,4,0,12,4,0,21,9,4,10,9,7.71,7.87,1.208
2024-12-28,Chengalpattu,Appliance Repair,5,1,12,4,0,23,9,9,9,13,7.57,7.87,1.208
2024-12-29,Chengalpattu,Appliance Repair,6,1,12,4,0,27,9,9,9,12,7.57,8.03,1.208
2024-12-30,Chengalpattu,Appliance Repair,0,0,12,4,0,23,10,9,7,9,7.57,8.1,1.208
2024-12-31,Chengalpattu,Appliance Repair,1,0,12,4,0,24,9,10,4,10,8.0,8.3,1.208
2025-01-01,Chengalpattu,Appliance Repair,2,0,1,1,0,23,11,9,11,5,8.71,8.47,0.992
2025-01-02,Chengalpattu,Appliance Repair,3,0,1,1,0,21,7,11,4,10,8.71,8.6,0.992
2025-01-03,Chengalpattu,Appliance Repair,4,0,1,1,0,23,9,7,9,10,9.14,8.43,0.992
2025-01-04,Chengalpattu,Appliance Repair,5,1,1,1,0,21,10,9,9,9,9.14,8.57,0.992
2025-01-05,Chengalpattu,Appliance Repair,6,1,1,1,0,20,10,10,9,9,9.29,8.73,0.992
2025-01-06,Chengalpattu,Appliance Repair,0,0,1,1,0,19,3,10,10,7,9.43,8.87,0.992
2025-01-07,Chengalpattu,Appliance Repair,1,0,1,1,0,20,8,3,9,4,8.43,8.6,0.992
2025-01-08,Chengalpattu,Appliance Repair,2,0,1,1,0,22,8,8,11,11,8.29,8.7,0.992
2025-01-09,Chengalpattu,Appliance Repair,3,0,1,1,0,23,3,8,7,4,7.86,8.63,0.992
2025-01-10,Chengalpattu,Appliance Repair,4,0,1,1,0,22,14,3,9,9,7.29,8.47,0.992
2025-01-11,Chengalpattu,Appliance Repair,5,1,1,1,0,20,13,14,10,9,8.0,8.67,0.992
2025-01-12,Chengalpattu,Appliance Repair,6,1,1,1,0,22,12,13,10,9,8.43,8.8,0.992
2025-01-13,Chengalpattu,Appliance Repair,0,0,1,1,1,24,8,12,3,10,8.71,8.9,0.992
2025-01-14,Chengalpattu,Appliance Repair,1,0,1,1,1,21,9,8,8,9,9.43,8.73,0.992
2025-01-15,Chengalpattu,Appliance Repair,2,0,1,1,1,25,9,9,8,11,9.57,8.63,0.992
2025-01-16,Chengalpattu,Appliance Repair,3,0,1,1,1,20,10,9,3,7,9.71,8.63,0.992
2025-01-17,Chengalpattu,Appliance Repair,4,0,1,1,1,23,13,10,14,9,10.71,8.63,0.992
2025-01-18,Chengalpattu,Appliance Repair,5,1,1,1,0,24,9,13,13,10,10.57,8.9,0.992
2025-01-19,Chengalpattu,Appliance Repair,6,1,1,1,0,17,6,9,12,10,10.0,8.87,0.992
2025-01-20,Chengalpattu,Appliance Repair,0,0,1,1,0,21,8,6,8,3,9.14,8.73,0.992
2025-01-21,Chengalpattu,Appliance Repair,1,0,1,1,0,21,12,8,9,8,9.14,8.7,0.992
2025-01-22,Chengalpattu,Appliance Repair,2,0,1,1,0,19,10,12,9,8,9.57,8.8,0.992
2025-01-23,Chengalpattu,Appliance Repair,3,0,1,1,0,21,8,10,10,3,9.71,8.9,0.992
2025-01-24,Chengalpattu,Appliance Repair,4,0,1,1,0,20,8,8,13,14,9.43,9.03,0.992
2025-01-25,Chengalpattu,Appliance Repair,5,1,1,1,0,22,10,8,9,13,8.71,8.93,0.992
2025-01-26,Chengalpattu,Appliance Repair,6,1,1,1,0,17,9,10,6,12,8.86,9.13,0.992
2025-01-27,Chengalpattu,Appliance Repair,0,0,1,1,0,26,4,9,8,8,9.29,9.13,0.992
2025-01-28,Chengalpattu,Appliance Repair,1,0,1,1,0,25,7,4,12,9,8.71,8.97,0.992
2025-01-29,Chengalpattu,Appliance Repair,2,0,1,1,0,25,7,7,10,9,8.0,8.9,0.992
2025-01-30,Chengalpattu,Appliance Repair,3,0,1,1,0,20,10,7,8,10,7.57,8.8,0.992
2025-01-31,Chengalpattu,Appliance Repair,4,0,1,1,0,21,7,10,8,13,7.86,8.83,0.992
2025-02-01,Chengalpattu,Appliance Repair,5,1,2,1,0,20,11,7,10,9,7.71,8.7,0.964
2025-02-02,Chengalpattu,Appliance Repair,6,1,2,1,0,19,8,11,9,6,7.86,8.83,0.964
2025-02-03,Chengalpattu,Appliance Repair,0,0,2,1,0,21,7,8,4,8,7.71,8.8,0.964
2025-02-04,Chengalpattu,Appliance Repair,1,0,2,1,0,20,12,7,7,12,8.14,8.7,0.964
2025-02-05,Chengalpattu,Appliance Repair,2,0,2,1,0,23,9,12,7,10,8.86,8.77,0.964
2025-02-06,Chengalpattu,Appliance Repair,3,0,2,1,0,22,14,9,10,8,9.14,8.97,0.964
2025-02-07,Chengalpattu,Appliance Repair,4,0,2,1,0,20,5,14,7,8,9.71,9.17,0.964
2025-02-08,Chengalpattu,Appliance Repair,5,1,2,1,0,22,7,5,11,10,9.43,9.07,0.964
2025-02-09,Chengalpattu,Appliance Repair,6,1,2,1,0,21,6,7,8,9,8.86,9.2,0.964
2025-02-10,Chengalpattu,Appliance Repair,0,0,2,1,0,19,5,6,7,4,8.57,8.93,0.964
2025-02-11,Chengalpattu,Appliance Repair,1,0,2,1,0,23,6,5,12,7,8.29,8.67,0.964
2025-02-12,Chengalpattu,Appliance Repair,2,0,2,1,0,18,10,6,9,7,7.43,8.47,0.964
2025-02-13,Chengalpattu,Appliance Repair,3,0,2,1,0,19,9,10,14,10,7.57,8.53,0.964
2025-02-14,Chengalpattu,Appliance Repair,4,0,2,1,0,18,12,9,5,7,6.86,8.53,0.964
2025-02-15,Chengalpattu,Appliance Repair,5,1,2,1,0,22,7,12,7,11,7.86,8.63,0.964
2025-02-16,Chengalpattu,Appliance Repair,6,1,2,1,0,22,8,7,6,8,7.86,8.53,0.964
2025-02-17,Chengalpattu,Appliance Repair,0,0,2,1,0,21,3,8,5,7,8.14,8.37,0.964
2025-02-18,Chengalpattu,Appliance Repair,1,0,2,1,0,22,4,3,6,12,7.86,8.17,0.964
2025-02-19,Chengalpattu,Appliance Repair,2,0,2,1,0,22,8,4,10,9,7.57,8.1,0.964
2025-02-20,Chengalpattu,Appliance Repair,3,0,2,1,0,23,6,8,9,14,7.29,8.1,0.964
2025-02-21,Chengalpattu,Appliance Repair,4,0,2,1,0,23,10,6,12,5,6.86,7.9,0.964
2025-02-22,Chengalpattu,Appliance Repair,5,1,2,1,0,22,7,10,7,7,6.57,7.9,0.964
2025-02-23,Chengalpattu,Appliance Repair,6,1,2,1,0,23,10,7,8,6,6.57,7.87,0.964
2025-02-24,Chengalpattu,Appliance Repair,0,0,2,1,0,22,4,10,3,5,6.86,7.93,0.964
2025-02-25,Chengalpattu,Appliance Repair,1,0,2,1,0,19,8,4,4,6,7.0,7.73,0.964
2025-02-26,Chengalpattu,Appliance Repair,2,0,2,1,0,21,7,8,8,10,7.57,7.7,0.964
2025-02-27,Chengalpattu,Appliance Repair,3,0,2,1,0,22,6,7,6,9,7.43,7.8,0.964
2025-02-28,Chengalpattu,Appliance Repair,4,0,2,1,0,22,10,6,10,12,7.43,7.77,0.964
2025-03-01,Chengalpattu,Appliance Repair,5,1,3,1,0,22,7,10,7,7,7.43,7.87,0.99
2025-03-02,Chengalpattu,Appliance Repair,6,1,3,1,0,22,7,7,10,8,7.43,7.77,0.99
2025-03-03,Chengalpattu,Appliance Repair,0,0,3,1,0,23,6,7,4,3,7.0,7.77,0.99
2025-03-04,Chengalpattu,Appliance Repair,1,0,3,1,0,20,13,6,8,4,7.29,7.6,0.99
2025-03-05,Chengalpattu,Appliance Repair,2,0,3,1,0,21,9,13,7,8,8.0,7.77,0.99
2025-03-06,Chengalpattu,Appliance Repair,3,0,3,1,0,23,5,9,6,6,8.29,7.83,0.99
2025-03-07,Chengalpattu,Appliance Repair,4,0,3,1,0,15,7,5,10,10,8.14,7.6,0.99
2025-03-08,Chengalpattu,Appliance Repair,5,1,3,1,0,18,8,7,7,7,7.71,7.53,0.99
2025-03-09,Chengalpattu,Appliance Repair,6,1,3,1,0,23,4,8,7,10,7.86,7.33,0.99
2025-03-10,Chengalpattu,Appliance Repair,0,0,3,1,0,21,6,4,6,4,7.43,7.3,0.99
2025-03-11,Chengalpattu,Appliance Repair,1,0,3,1,0,17,5,6,13,8,7.43,7.27,0.99
2025-03-12,Chengalpattu,Appliance Repair,2,0,3,1,0,19,11,5,9,7,6.29,7.23,0.99
2025-03-13,Chengalpattu,Appliance Repair,3,0,3,1,0,21,2,11,5,6,6.57,7.43,0.99
2025-03-14,Chengalpattu,Appliance Repair,4,0,3,1,0,22,6,2,7,10,6.14,7.3,0.99
2025-03-15,Chengalpattu,Appliance Repair,5,1,3,1,0,21,8,6,8,7,6.0,7.17,0.99
2025-03-16,Chengalpattu,Appliance Repair,6,1,3,1,0,21,10,8,4,7,6.0,7.13,0.99
2025-03-17,Chengalpattu,Appliance Repair,0,0,3,1,0,24,7,10,6,6,6.86,7.07,0.99
2025-03-18,Chengalpattu,Appliance Repair,1,0,3,1,0,21,6,7,5,13,7.0,7.07,0.99
2025-03-19,Chengalpattu,Appliance Repair,2,0,3,1,0,21,5,6,11,9,7.14,7.0,0.99
2025-03-20,Chengalpattu,Appliance Repair,3,0,3,1,0,22,5,5,2,5,6.29,7.07,0.99
2025-03-21,Chengalpattu,Appliance Repair,4,0,3,1,0,23,13,5,6,7,6.71,7.1,0.99
2025-03-22,Chengalpattu,Appliance Repair,5,1,3,1,0,23,11,13,8,8,7.71,7.27,0.99
2025-03-23,Chengalpattu,Appliance Repair,6,1,3,1,0,24,9,11,10,4,8.14,7.43,0.99
2025-03-24,Chengalpattu,Appliance Repair,0,0,3,1,0,22,9,9,7,6,8.0,7.4,0.99
2025-03-25,Chengalpattu,Appliance Repair,1,0,3,1,0,24,8,9,6,5,8.29,7.47,0.99
2025-03-26,Chengalpattu,Appliance Repair,2,0,3,1,0,21,9,8,5,11,8.57,7.4,0.99
2025-03-27,Chengalpattu,Appliance Repair,3,0,3,1,0,21,7,9,5,2,9.14,7.57,0.99
2025-03-28,Chengalpattu,Appliance Repair,4,0,3,1,0,16,9,7,13,6,9.43,7.53,0.99
2025-03-29,Chengalpattu,Appliance Repair,5,1,3,1,0,19,4,9,11,8,8.86,7.6,0.99
2025-03-30,Chengalpattu,Appliance Repair,6,1,3,1,0,24,7,4,9,10,7.86,7.53,0.99
2025-03-31,Chengalpattu,Appliance Repair,0,0,3,1,0,20,3,7,9,7,7.57,7.43,0.99
2025-04-01,Chengalpattu,Appliance Repair,1,0,4,2,0,24,6,3,8,6,6.71,7.3,1.062
2025-04-02,Chengalpattu,Appliance Repair,2,0,4,2,0,19,6,6,9,5,6.43,7.27,1.062
2025-04-03,Chengalpattu,Appliance Repair,3,0,4,2,0,23,7,6,7,5,6.0,7.27,1.062
2025-04-04,Chengalpattu,Appliance Repair,4,0,4,2,0,20,7,7,9,13,6.0,7.07,1.062
2025-04-05,Chengalpattu,Appliance Repair,5,1,4,2,0,20,11,7,4,11,5.71,7.0,1.062
2025-04-06,Chengalpattu,Appliance Repair,6,1,4,2,0,21,10,11,7,9,6.71,7.2,1.062
2025-04-07,Chengalpattu,Appliance Repair,0,0,4,2,0,26,4,10,3,9,7.14,7.3,1.062
2025-04-08,Chengalpattu,Appliance Repair,1,0,4,2,0,22,8,4,6,8,7.29,7.17,1.062
2025-04-09,Chengalpattu,Appliance Repair,2,0,4,2,0,24,10,8,6,9,7.57,7.3,1.062
2025-04-10,Chengalpattu,Appliance Repair,3,0,4,2,0,22,9,10,7,7,8.14,7.43,1.062
2025-04-11,Chengalpattu,Appliance Repair,4,0,4,2,0,19,12,9,7,9,8.43,7.57,1.062
2025-04-12,Chengalpattu,Appliance Repair,5,1,4,2,0,20,8,12,11,4,9.14,7.6,1.062
2025-04-13,Chengalpattu,Appliance Repair,6,1,4,2,1,24,8,8,10,7,8.71,7.8,1.062
2025-04-14,Chengalpattu,Appliance Repair,0,0,4,2,1,23,10,8,4,3,8.43,7.87,1.062
2025-04-15,Chengalpattu,Appliance Repair,1,0,4,2,1,21,6,10,8,6,9.29,7.93,1.062
2025-04-16,Chengalpattu,Appliance Repair,2,0,4,2,0,19,7,6,10,6,9.0,7.8,1.062
2025-04-17,Chengalpattu,Appliance Repair,3,0,4,2,0,25,11,7,9,7,8.57,7.8,1.062
2025-04-18,Chengalpattu,Appliance Repair,4,0,4,2,0,20,6,11,12,7,8.86,7.97,1.062
2025-04-19,Chengalpattu,Appliance Repair,5,1,4,2,0,23,14,6,8,11,8.0,8.0,1.062
2025-04-20,Chengalpattu,Appliance Repair,6,1,4,2,0,20,11,14,8,10,8.86,8.3,1.062
2025-04-21,Chengalpattu,Appliance Repair,0,0,4,2,0,23,6,11,10,4,9.29,8.23,1.062
2025-04-22,Chengalpattu,Appliance Repair,1,0,4,2,0,22,14,6,6,8,8.71,8.07,1.062
2025-04-23,Chengalpattu,Appliance Repair,2,0,4,2,0,21,13,14,7,10,9.86,8.23,1.062
2025-04-24,Chengalpattu,Appliance Repair,3,0,4,2,0,26,11,13,11,9,10.71,8.37,1.062
2025-04-25,Chengalpattu,Appliance Repair,4,0,4,2,0,24,11,11,6,12,10.71,8.47,1.062
2025-04-26,Chengalpattu,Appliance Repair,5,1,4,2,0,21,9,11,14,8,11.43,8.53,1.062
2025-04-27,Chengalpattu,Appliance Repair,6,1,4,2,0,24,7,9,11,8,10.71,8.6,1.062
2025-04-28,Chengalpattu,Appliance Repair,0,0,4,2,0,19,10,7,6,10,10.14,8.53,1.062
2025-04-29,Chengalpattu,Appliance Repair,1,0,4,2,0,26,9,10,14,6,10.71,8.73,1.062
2025-04-30,Chengalpattu,Appliance Repair,2,0,4,2,0,20,9,9,13,7,10.0,8.8,1.062
2025-05-01,Chengalpattu,Appliance Repair,3,0,5,2,0,23,9,9,11,11,9.43,9.0,1.082
2025-05-02,Chengalpattu,Appliance Repair,4,0,5,2,0,22,8,9,11,6,9.14,9.1,1.082
2025-05-03,Chengalpattu,Appliance Repair,5,1,5,2,0,21,14,8,9,14,8.71,9.17,1.082
2025-05-04,Chengalpattu,Appliance Repair,6,1,5,2,0,22,11,14,7,11,9.43,9.4,1.082
2025-05-05,Chengalpattu,Appliance Repair,0,0,5,2,0,23,11,11,10,6,10.0,9.53,1.082
2025-05-06,Chengalpattu,Appliance Repair,1,0,5,2,0,20,8,11,9,14,10.14,9.53,1.082
2025-05-07,Chengalpattu,Appliance Repair,2,0,5,2,0,20,11,8,9,13,10.0,9.47,1.082
2025-05-08,Chengalpattu,Appliance Repair,3,0,5,2,0,23,10,11,9,11,10.29,9.7,1.082
2025-05-09,Chengalpattu,Appliance Repair,4,0,5,2,0,24,7,10,8,11,10.43,9.77,1.082
2025-05-10,Chengalpattu,Appliance Repair,5,1,5,2,0,20,17,7,14,9,10.29,9.67,1.082
2025-05-11,Chengalpattu,Appliance Repair,6,1,5,2,0,19,19,17,11,7,10.71,9.93,1.082
2025-05-12,Chengalpattu,Appliance Repair,0,0,5,2,0,21,9,19,11,10,11.86,10.17,1.082
2025-05-13,Chengalpattu,Appliance Repair,1,0,5,2,0,20,8,9,8,9,11.57,10.2,1.082
2025-05-14,Chengalpattu,Appliance Repair,2,0,5,2,0,20,7,8,11,9,11.57,10.2,1.082
2025-05-15,Chengalpattu,Appliance Repair,3,0,5,2,0,21,7,7,10,9,11.0,10.1,1.082
2025-05-16,Chengalpattu,Appliance Repair,4,0,5,2,0,25,11,7,7,8,10.57,10.13,1.082
2025-05-17,Chengalpattu,Appliance Repair,5,1,5,2,0,26,15,11,17,14,11.14,10.27,1.082
2025-05-18,Chengalpattu,Appliance Repair,6,1,5,2,0,21,8,15,19,11,10.86,10.4,1.082
2025-05-19,Chengalpattu,Appliance Repair,0,0,5,2,0,22,12,8,9,11,9.29,10.47,1.082
2025-05-20,Chengalpattu,Appliance Repair,1,0,5,2,0,20,13,12,8,8,9.71,10.4,1.082
2025-05-21,Chengalpattu,Appliance Repair,2,0,5,2,0,19,10,13,7,11,10.43,10.47,1.082
2025-05-22,Chengalpattu,Appliance Repair,3,0,5,2,0,21,5,10,7,10,10.86,10.6,1.082
2025-05-23,Chengalpattu,Appliance Repair,4,0,5,2,0,27,11,5,11,7,10.57,10.3,1.082
2025-05-24,Chengalpattu,Appliance Repair,5,1,5,2,0,16,10,11,15,17,10.57,10.23,1.082
2025-05-25,Chengalpattu,Appliance Repair,6,1,5,2,0,23,9,10,8,19,9.86,10.2,1.082
2025-05-26,Chengalpattu,Appliance Repair,0,0,5,2,0,25,8,9,12,9,10.0,10.13,1.082
2025-05-27,Chengalpattu,Appliance Repair,1,0,5,2,0,23,10,8,13,8,9.43,10.1,1.082
2025-05-28,Chengalpattu,Appliance Repair,2,0,5,2,0,20,8,10,10,7,9.0,10.2,1.082
2025-05-29,Chengalpattu,Appliance Repair,3,0,5,2,0,20,9,8,5,7,8.71,10.13,1.082
2025-05-30,Chengalpattu,Appliance Repair,4,0,5,2,0,20,11,9,11,11,9.29,10.13,1.082
2025-05-31,Chengalpattu,Appliance Repair,5,1,5,2,0,20,9,11,10,15,9.29,10.2,1.082
2025-06-01,Chengalpattu,Appliance Repair,6,1,6,2,0,22,4,9,9,8,9.14,10.2,1.016
2025-06-02,Chengalpattu,Appliance Repair,0,0,6,2,0,23,3,4,8,12,8.43,10.07,1.016
2025-06-03,Chengalpattu,Appliance Repair,1,0,6,2,0,23,5,3,10,13,7.71,9.7,1.016
2025-06-04,Chengalpattu,Appliance Repair,2,0,6,2,0,21,7,5,8,10,7.0,9.5,1.016
2025-06-05,Chengalpattu,Appliance Repair,3,0,6,2,0,23,6,7,9,5,6.86,9.37,1.016
2025-06-06,Chengalpattu,Appliance Repair,4,0,6,2,0,20,12,6,11,11,6.43,9.3,1.016
2025-06-07,Chengalpattu,Appliance Repair,5,1,6,2,0,24,7,12,9,10,6.57,9.33,1.016
2025-06-08,Chengalpattu,Appliance Repair,6,1,6,2,0,19,10,7,4,9,6.29,9.23,1.016
2025-06-09,Chengalpattu,Appliance Repair,0,0,6,2,0,21,6,10,3,8,7.14,9.33,1.016
2025-06-10,Chengalpattu,Appliance Repair,1,0,6,2,0,22,10,6,5,10,7.57,8.97,1.016
2025-06-11,Chengalpattu,Appliance Repair,2,0,6,2,0,22,3,10,7,8,8.29,8.67,1.016
2025-06-12,Chengalpattu,Appliance Repair,3,0,6,2,0,21,8,3,6,9,7.71,8.47,1.016
2025-06-13,Chengalpattu,Appliance Repair,4,0,6,2,0,24,8,8,12,11,8.0,8.47,1.016
2025-06-14,Chengalpattu,Appliance Repair,5,1,6,2,0,22,11,8,7,9,7.43,8.5,1.016
2025-06-15,Chengalpattu,Appliance Repair,6,1,6,2,0,22,5,11,10,4,8.0,8.63,1.016
2025-06-16,Chengalpattu,Appliance Repair,0,0,6,2,0,23,7,5,6,3,7.29,8.43,1.016
